# ZScaler Web Proxy Log — generated sample
# Fields: timestamp|username|src_ip|dst_url|category|action|bytes_sent|bytes_received|method|response_code|user_agent|threat_name|duration_ms
2024-06-10 08:10:40|emorgan@corp.com|192.168.1.74|https://pypi.org/|Social Networking|Allowed|1720|59304|POST|301|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||626
2024-06-10 08:11:21|lchen@corp.com|192.168.3.70|https://jira.atlassian.com/repo|Social Networking|Allowed|1997|37084|GET|301|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||531
2024-06-10 08:11:32|bwilson@corp.com|192.168.1.193|https://kubernetes.io/docs|Shopping|Allowed|3396|28590|GET|301|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||340
2024-06-10 08:14:17|amartinez@corp.com|192.168.3.68|https://aws.amazon.com/page|Social Networking|Allowed|382|46384|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||373
2024-06-10 08:14:28|jsmith@corp.com|192.168.5.34|https://linkedin.com/repo|Education|Allowed|1955|69987|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||675
2024-06-10 08:16:23|bwilson@corp.com|192.168.3.187|https://stackoverflow.com/page|Business and Economy|Allowed|1026|79288|GET|404|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||795
2024-06-10 08:17:31|lchen@corp.com|192.168.5.54|https://github.com/|News and Media|Allowed|1650|28705|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||463
2024-06-10 08:18:49|lchen@corp.com|192.168.3.102|https://confluence.atlassian.com/repo|Shopping|Allowed|1281|21914|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||424
2024-06-10 08:19:44|emorgan@corp.com|192.168.3.88|https://zoom.us/repo|Education|Allowed|867|65351|GET|404|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||657
2024-06-10 08:19:59|lchen@corp.com|192.168.5.27|https://jira.atlassian.com/page|Education|Allowed|1269|5425|GET|301|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||120
2024-06-10 08:21:49|amartinez@corp.com|192.168.1.107|https://pypi.org/api/data|Education|Allowed|3105|54129|POST|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||99
2024-06-10 08:22:27|kpatel@corp.com|192.168.4.87|https://confluence.atlassian.com/|News and Media|Allowed|3265|13584|GET|301|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||328
2024-06-10 08:25:01|kpatel@corp.com|192.168.5.109|https://linkedin.com/page|Business and Economy|Allowed|532|50386|GET|404|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||158
2024-06-10 08:25:52|bwilson@corp.com|192.168.1.177|https://jira.atlassian.com/api/data|News and Media|Allowed|2162|11172|GET|301|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||269
2024-06-10 08:29:35|emorgan@corp.com|192.168.2.56|https://docs.microsoft.com/|Financial Services|Allowed|4238|54440|GET|404|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||386
2024-06-10 08:30:33|emorgan@corp.com|192.168.3.171|https://linkedin.com/repo|News and Media|Allowed|4473|79410|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||106
2024-06-10 08:31:33|amartinez@corp.com|192.168.4.33|https://stackoverflow.com/|Health|Allowed|4029|30174|GET|404|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||60
2024-06-10 08:32:48|amartinez@corp.com|192.168.3.120|https://docker.com/api/data|Software/Technology|Allowed|1802|8842|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||429
2024-06-10 08:34:48|lchen@corp.com|192.168.1.97|https://linkedin.com/|Social Networking|Allowed|2206|13253|GET|304|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||795
2024-06-10 08:36:51|bwilson@corp.com|192.168.3.137|https://aws.amazon.com/docs|Education|Allowed|4097|11303|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||351
2024-06-10 08:37:27|amartinez@corp.com|192.168.3.120|https://github.com/api/data|Social Networking|Allowed|703|4826|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||415
2024-06-10 08:37:30|amartinez@corp.com|192.168.1.194|https://linkedin.com/repo|Health|Allowed|2584|36766|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||360
2024-06-10 08:38:56|jsmith@corp.com|192.168.5.134|https://stackoverflow.com/api/data|News and Media|Allowed|1349|35764|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||768
2024-06-10 08:39:41|amartinez@corp.com|192.168.5.131|https://zoom.us/repo|Software/Technology|Allowed|4559|29530|GET|301|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||478
2024-06-10 08:40:37|bwilson@corp.com|192.168.3.101|https://docs.microsoft.com/|News and Media|Allowed|4322|45205|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||91
2024-06-10 08:40:55|kpatel@corp.com|192.168.2.199|https://stackoverflow.com/docs|Shopping|Allowed|1815|20069|GET|304|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||788
2024-06-10 08:42:13|jsmith@corp.com|192.168.2.191|https://stackoverflow.com/page|News and Media|Allowed|392|34146|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||677
2024-06-10 08:44:43|kpatel@corp.com|192.168.4.106|https://aws.amazon.com/repo|Education|Allowed|2373|5261|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||736
2024-06-10 08:47:15|kpatel@corp.com|192.168.3.14|https://linkedin.com/repo|Shopping|Allowed|394|11580|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||116
2024-06-10 08:47:51|lchen@corp.com|192.168.1.140|https://pypi.org/api/data|Business and Economy|Allowed|974|8697|GET|404|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||690
2024-06-10 08:52:05|bwilson@corp.com|192.168.2.128|https://docs.microsoft.com/api/data|Financial Services|Allowed|4391|28666|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||746
2024-06-10 08:52:54|emorgan@corp.com|192.168.2.161|https://docker.com/repo|News and Media|Allowed|3751|74084|GET|304|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||123
2024-06-10 08:54:09|amartinez@corp.com|192.168.3.91|https://pypi.org/repo|Business and Economy|Allowed|3182|64510|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||571
2024-06-10 08:54:40|kpatel@corp.com|192.168.3.64|https://docker.com/page|Software/Technology|Allowed|2137|25487|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||731
2024-06-10 08:54:42|amartinez@corp.com|192.168.1.63|https://linkedin.com/api/data|Shopping|Allowed|1343|63252|GET|301|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||606
2024-06-10 08:55:48|amartinez@corp.com|192.168.3.114|https://pypi.org/page|Shopping|Allowed|250|32546|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||714
2024-06-10 08:56:02|amartinez@corp.com|192.168.2.59|https://github.com/api/data|Social Networking|Allowed|2275|52695|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||544
2024-06-10 08:56:29|amartinez@corp.com|192.168.4.15|https://docker.com/api/data|Financial Services|Allowed|4260|41751|POST|404|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||301
2024-06-10 08:57:34|kpatel@corp.com|192.168.2.172|https://stackoverflow.com/api/data|Social Networking|Allowed|2425|36806|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||359
2024-06-10 08:59:02|bwilson@corp.com|192.168.2.69|https://slack.com/repo|Software/Technology|Allowed|2896|29839|GET|404|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||282
2024-06-10 09:00:06|amartinez@corp.com|192.168.2.120|https://github.com/|Health|Allowed|3737|39066|POST|304|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||172
2024-06-10 09:00:08|amartinez@corp.com|192.168.1.73|https://confluence.atlassian.com/docs|Reference and Research|Allowed|4128|49053|GET|304|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||440
2024-06-10 09:00:13|amartinez@corp.com|192.168.3.36|https://pypi.org/api/data|Financial Services|Allowed|1678|37059|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||668
2024-06-10 09:01:22|lchen@corp.com|192.168.1.13|https://zoom.us/repo|Social Networking|Allowed|604|11268|GET|404|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||691
2024-06-10 09:02:13|emorgan@corp.com|192.168.5.198|https://jira.atlassian.com/page|Business and Economy|Allowed|3810|44801|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||728
2024-06-10 09:02:36|bwilson@corp.com|192.168.3.145|https://npmjs.com/api/data|Shopping|Allowed|2481|74147|GET|301|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||555
2024-06-10 09:02:51|jsmith@corp.com|192.168.4.27|https://confluence.atlassian.com/api/data|News and Media|Allowed|2004|31772|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||60
2024-06-10 09:03:27|kpatel@corp.com|192.168.4.15|https://pypi.org/repo|Education|Allowed|2088|2217|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||105
2024-06-10 09:04:42|lchen@corp.com|192.168.3.188|https://kubernetes.io/|Software/Technology|Allowed|1853|67554|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||469
2024-06-10 09:10:19|amartinez@corp.com|192.168.3.197|https://confluence.atlassian.com/docs|Financial Services|Allowed|4579|79643|POST|404|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||177
2024-06-10 09:11:10|jsmith@corp.com|192.168.2.126|https://docker.com/|Software/Technology|Allowed|1115|77497|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||340
2024-06-10 09:11:20|jsmith@corp.com|192.168.5.27|https://npmjs.com/repo|Financial Services|Allowed|687|8445|GET|404|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||65
2024-06-10 09:11:53|amartinez@corp.com|192.168.4.195|https://jira.atlassian.com/docs|Financial Services|Allowed|3253|2638|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||678
2024-06-10 09:12:05|kpatel@corp.com|192.168.3.153|https://slack.com/page|Social Networking|Allowed|2988|11570|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||354
2024-06-10 09:14:47|amartinez@corp.com|192.168.4.200|https://zoom.us/page|Education|Allowed|4976|53155|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||270
2024-06-10 09:17:31|jsmith@corp.com|192.168.1.131|https://github.com/docs|Health|Allowed|2490|25660|GET|301|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||323
2024-06-10 09:19:46|jsmith@corp.com|192.168.3.70|https://docs.microsoft.com/docs|Education|Allowed|2437|29817|POST|404|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||765
2024-06-10 09:20:05|emorgan@corp.com|192.168.1.91|https://npmjs.com/repo|Social Networking|Allowed|1134|7723|POST|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||482
2024-06-10 09:21:16|amartinez@corp.com|192.168.4.79|https://aws.amazon.com/api/data|Software/Technology|Allowed|2386|64294|GET|404|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||773
2024-06-10 09:22:02|bwilson@corp.com|192.168.2.139|https://pypi.org/docs|Business and Economy|Allowed|1003|4689|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||70
2024-06-10 09:22:03|amartinez@corp.com|192.168.1.15|https://kubernetes.io/api/data|Health|Allowed|430|75489|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||449
2024-06-10 09:23:10|jsmith@corp.com|192.168.3.124|https://google.com/|Software/Technology|Allowed|4051|2791|GET|304|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||222
2024-06-10 09:26:26|jsmith@corp.com|192.168.5.100|https://zoom.us/repo|Social Networking|Allowed|1794|58116|GET|301|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||678
2024-06-10 09:26:41|emorgan@corp.com|192.168.2.72|https://aws.amazon.com/api/data|Social Networking|Allowed|4303|40244|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||383
2024-06-10 09:26:57|bwilson@corp.com|192.168.3.64|https://docker.com/repo|Software/Technology|Allowed|4722|70917|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||696
2024-06-10 09:27:40|lchen@corp.com|192.168.2.160|https://pypi.org/|Reference and Research|Allowed|1581|38727|GET|304|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||139
2024-06-10 09:29:02|bwilson@corp.com|192.168.2.65|https://slack.com/repo|Financial Services|Allowed|686|39405|GET|404|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||532
2024-06-10 09:29:08|lchen@corp.com|192.168.4.186|https://pypi.org/|Education|Allowed|4641|69531|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||486
2024-06-10 09:29:19|bwilson@corp.com|192.168.5.10|https://google.com/api/data|Reference and Research|Allowed|871|56548|GET|301|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||655
2024-06-10 09:29:48|amartinez@corp.com|192.168.3.103|https://confluence.atlassian.com/|Reference and Research|Allowed|2225|47210|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||124
2024-06-10 09:30:04|amartinez@corp.com|192.168.5.125|https://slack.com/docs|Health|Allowed|4221|56187|POST|304|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||327
2024-06-10 09:31:08|amartinez@corp.com|192.168.5.155|https://zoom.us/api/data|Social Networking|Allowed|4634|21925|POST|304|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||294
2024-06-10 09:32:55|emorgan@corp.com|192.168.2.42|https://jira.atlassian.com/|Reference and Research|Allowed|2209|33630|POST|304|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||514
2024-06-10 09:33:04|bwilson@corp.com|192.168.3.58|https://github.com/docs|Shopping|Allowed|4313|27204|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||279
2024-06-10 09:33:50|kpatel@corp.com|192.168.4.148|https://confluence.atlassian.com/page|Software/Technology|Allowed|2082|20494|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||408
2024-06-10 09:34:44|kpatel@corp.com|192.168.3.159|https://aws.amazon.com/docs|Shopping|Allowed|823|40287|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||202
2024-06-10 09:34:49|amartinez@corp.com|192.168.1.105|https://docs.microsoft.com/|News and Media|Allowed|1628|12683|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||51
2024-06-10 09:37:34|emorgan@corp.com|192.168.2.198|https://aws.amazon.com/api/data|Education|Allowed|4210|38847|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||675
2024-06-10 09:38:23|kpatel@corp.com|192.168.5.38|https://confluence.atlassian.com/|Shopping|Allowed|2116|59086|GET|301|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||180
2024-06-10 09:41:03|kpatel@corp.com|192.168.1.118|https://kubernetes.io/repo|Health|Allowed|1894|39075|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||731
2024-06-10 09:43:07|jsmith@corp.com|192.168.2.194|https://jira.atlassian.com/|Social Networking|Allowed|4615|13000|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||783
2024-06-10 09:43:39|amartinez@corp.com|192.168.5.158|https://zoom.us/page|Reference and Research|Allowed|254|3831|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||526
2024-06-10 09:43:49|emorgan@corp.com|192.168.1.164|https://stackoverflow.com/repo|Reference and Research|Allowed|3357|74657|GET|304|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||78
2024-06-10 09:43:57|bwilson@corp.com|192.168.4.116|https://github.com/page|Social Networking|Allowed|1490|46145|GET|304|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||646
2024-06-10 09:45:08|emorgan@corp.com|192.168.2.167|https://stackoverflow.com/docs|Education|Allowed|2915|40588|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||768
2024-06-10 09:45:25|kpatel@corp.com|192.168.2.185|https://jira.atlassian.com/docs|Health|Allowed|891|31684|GET|301|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||93
2024-06-10 09:47:33|lchen@corp.com|192.168.5.26|https://linkedin.com/page|Health|Allowed|1247|62692|GET|404|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||404
2024-06-10 09:49:06|amartinez@corp.com|192.168.2.195|https://aws.amazon.com/api/data|Health|Allowed|2485|44275|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||707
2024-06-10 09:49:27|kpatel@corp.com|192.168.5.38|https://npmjs.com/api/data|Social Networking|Allowed|4210|6816|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||273
2024-06-10 09:50:17|kpatel@corp.com|192.168.1.132|https://jira.atlassian.com/api/data|Software/Technology|Allowed|785|66814|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||55
2024-06-10 09:50:37|bwilson@corp.com|192.168.5.51|https://npmjs.com/|Financial Services|Allowed|507|70603|GET|404|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||270
2024-06-10 09:50:43|bwilson@corp.com|192.168.4.200|https://docs.microsoft.com/docs|Reference and Research|Allowed|369|55014|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||490
2024-06-10 09:50:58|jsmith@corp.com|192.168.2.68|https://confluence.atlassian.com/repo|Business and Economy|Allowed|4515|30773|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||323
2024-06-10 09:51:44|bwilson@corp.com|192.168.2.35|https://docs.microsoft.com/repo|Social Networking|Allowed|2153|72182|GET|301|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||288
2024-06-10 09:52:28|amartinez@corp.com|192.168.4.16|https://npmjs.com/docs|Software/Technology|Allowed|2107|49366|GET|304|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||418
2024-06-10 09:52:30|jsmith@corp.com|192.168.5.171|https://kubernetes.io/api/data|Financial Services|Allowed|4955|2868|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||522
2024-06-10 09:52:42|amartinez@corp.com|192.168.1.187|https://zoom.us/page|Shopping|Allowed|582|59230|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||471
2024-06-10 09:58:10|bwilson@corp.com|192.168.1.51|https://zoom.us/repo|Health|Allowed|540|63220|POST|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||545
2024-06-10 10:00:53|lchen@corp.com|192.168.5.104|https://slack.com/repo|Software/Technology|Allowed|430|31637|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||397
2024-06-10 10:01:54|kpatel@corp.com|192.168.2.35|https://docs.microsoft.com/page|Health|Allowed|793|51914|GET|404|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||644
2024-06-10 10:03:06|jsmith@corp.com|192.168.4.38|https://aws.amazon.com/repo|Shopping|Allowed|1218|7610|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||166
2024-06-10 10:03:14|lchen@corp.com|192.168.3.37|https://linkedin.com/repo|Financial Services|Allowed|2159|23692|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||119
2024-06-10 10:04:28|lchen@corp.com|192.168.2.53|https://linkedin.com/page|Health|Allowed|1789|14369|POST|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||493
2024-06-10 10:05:26|emorgan@corp.com|192.168.3.92|https://aws.amazon.com/docs|Reference and Research|Allowed|2212|65456|GET|304|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||155
2024-06-10 10:05:48|bwilson@corp.com|192.168.4.87|https://docker.com/docs|News and Media|Allowed|957|21690|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||407
2024-06-10 10:06:19|amartinez@corp.com|192.168.2.91|https://github.com/docs|News and Media|Allowed|2963|24415|POST|404|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||298
2024-06-10 10:07:21|amartinez@corp.com|192.168.3.12|https://confluence.atlassian.com/repo|News and Media|Allowed|605|24107|GET|301|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||317
2024-06-10 10:08:21|kpatel@corp.com|192.168.3.72|https://docs.microsoft.com/page|Education|Allowed|3583|9775|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||485
2024-06-10 10:09:33|amartinez@corp.com|192.168.1.45|https://kubernetes.io/page|Shopping|Allowed|4396|50487|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||421
2024-06-10 10:10:15|amartinez@corp.com|192.168.4.11|https://aws.amazon.com/docs|News and Media|Allowed|3778|24265|GET|304|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||135
2024-06-10 10:10:18|lchen@corp.com|192.168.4.108|https://kubernetes.io/|Software/Technology|Allowed|213|49586|GET|404|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||161
2024-06-10 10:12:33|bwilson@corp.com|192.168.3.139|https://slack.com/repo|Business and Economy|Allowed|2927|57852|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||536
2024-06-10 10:12:51|bwilson@corp.com|192.168.2.38|https://linkedin.com/page|Shopping|Allowed|1624|61446|POST|301|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||241
2024-06-10 10:13:38|amartinez@corp.com|192.168.5.179|https://aws.amazon.com/docs|Social Networking|Allowed|3158|9357|GET|200|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36||516
2024-06-10 10:14:00|amartinez@corp.com|192.168.4.11|https://jira.atlassian.com/docs|Shopping|Allowed|3563|36606|GET|200|Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36||355
2024-06-10 10:14:09|amartinez@corp.com|192.168.4.128|https://linkedin.com/api/data|Business and Economy|Allowed|2152|17074|GET|200|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||61
2024-06-10 10:15:02|kpatel@corp.com|192.168.1.15|https://docs.microsoft.com/api/data|Health|Allowed|235|69221|GET|304|Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36||117
